127, Good, 10, 5
128, Good, 10, 2
129, Good, 10, 1
130, Good, 10, 4
131, Good, 10, 7
132, Good, 10, 8
133, Good, 10, 5
134, Good, 10, 2
135, Good, 10, 3
136, Good, 10, 6
137, Good, 10, 5
138, Good, 10, 8
139, Good, 10, 9
140, Good, 10, 6
141, Good, 10, 5
142, Good, 10, 4
143, Good, 10, 1
144, Good, 10, 2
145, Good, 10, 5
146, Good, 10, 8
147, Good, 10, 7
148, Good, 10, 4
149, Good, 10, 5
150, Good, 10, 6
151, Good, 10, 3
152, Good, 10, 2
153, Good, 10, 5
154, Good, 10, 8
155, Good, 10, 9
156, Good, 10, 6
157, Good, 10, 5
158, Good, 10, 5
159, Good, 10, 5
160, Good, 10, 4
160.5, Good, 10, 7
161, Good, 10, 8
162, Good, 10, 9
163, Good, 10, 6
163.5, Good, 10, 3
164, Good, 10, 2
165, Good, 10, 1
166, Good, 10, 4
167, Good, 10, 4
168, Good, 10, 1
168.5, Good, 10, 2
169, Good, 10, 3
170, Good, 10, 6
171, Good, 10, 9
171.5, Good, 10, 8
172, Good, 10, 7
173, Good, 10, 4
174, Good, 10, 1
175, Good, 10, 1
176, Good, 10, 2
176.5, Good, 10, 3
177, Good, 10, 6
178, Good, 10, 9
179, Good, 10, 8
180, Good, 10, 7
181, Good, 10, 4
182, Good, 10, 1
183, Good, 10, 2
184, Good, 10, 3
185, Good, 10, 6
186, Good, 10, 9
187, Good, 10, 9
188, Good, 10, 8
189, Good, 10, 8
190, Good, 10, 5
191, Good, 10, 5
192, Good, 10, 4
192.5, Good, 10, 7
193, Good, 10, 8
194, Good, 10, 9
195, Good, 10, 6
195.5, Good, 10, 5
196, Good, 10, 4
197, Good, 10, 1
198, Good, 10, 2
199, Good, 10, 2
200, Good, 10, 3
200.5, Good, 10, 6
201, Good, 10, 5
202, Good, 10, 4
203, Good, 10, 7
203.5, Good, 10, 8
204, Good, 10, 9
205, Good, 10, 6
206, Good, 10, 5
207, Good, 10, 5
208, Good, 10, 4
208.5, Good, 10, 1
209, Good, 10, 2
210, Good, 10, 3
211, Good, 10, 6
212, Good, 10, 9
213, Good, 10, 8
214, Good, 10, 7
215, Good, 10, 4
216, Good, 10, 5
217, Good, 10, 6
218, Good, 10, 3
219, Good, 10, 3
220, Good, 10, 2
221, Good, 10, 2
222, Good, 10, 5
222, Bad, 10, 1
222, Bad, 10, 2
222, Bad, 10, 3
222, Bad, 10, 4
222, Bad, 10, 6
222, Bad, 10, 7
222, Bad, 10, 8
222, Bad, 10, 9
223, Good, 10, 5
223, Bad, 10, 1
223, Bad, 10, 2
223, Bad, 10, 3
223, Bad, 10, 4
223, Bad, 10, 6
223, Bad, 10, 7
223, Bad, 10, 8
223, Bad, 10, 9
224, Good, 10, 5
224, Bad, 10, 1
224, Bad, 10, 2
224, Bad, 10, 3
224, Bad, 10, 4
224, Bad, 10, 6
224, Bad, 10, 7
224, Bad, 10, 8
224, Bad, 10, 9
225, Good, 10, 5
225, Bad, 10, 1
225, Bad, 10, 2
225, Bad, 10, 3
225, Bad, 10, 4
225, Bad, 10, 6
225, Bad, 10, 7
225, Bad, 10, 8
225, Bad, 10, 9
226, Good, 10, 5
226, Bad, 10, 1
226, Bad, 10, 3
226, Bad, 10, 7
226, Bad, 10, 9
227, Good, 10, 5
227, Bad, 10, 1
227, Bad, 10, 3
227, Bad, 10, 7
227, Bad, 10, 9
228, Good, 10, 5
228, Bad, 10, 1
228, Bad, 10, 3
228, Bad, 10, 7
228, Bad, 10, 9
229, Good, 10, 5
229, Bad, 10, 1
229, Bad, 10, 3
229, Bad, 10, 7
229, Bad, 10, 9
230, Good, 10, 5
230, Bad, 10, 2
230, Bad, 10, 4
230, Bad, 10, 6
230, Bad, 10, 8
231, Good, 10, 5
231, Bad, 10, 2
231, Bad, 10, 4
231, Bad, 10, 6
231, Bad, 10, 8
232, Good, 10, 5
232, Bad, 10, 2
232, Bad, 10, 4
232, Bad, 10, 6
232, Bad, 10, 8
233, Good, 10, 5
233, Bad, 10, 2
233, Bad, 10, 4
233, Bad, 10, 6
233, Bad, 10, 8
234, Good, 10, 5
234, Bad, 10, 4
234, Bad, 10, 6
235, Good, 10, 5
235, Bad, 10, 4
235, Bad, 10, 6
236, Good, 10, 5
236, Bad, 10, 4
236, Bad, 10, 6
237, Good, 10, 5
237, Bad, 10, 4
237, Bad, 10, 6
238, Good, 10, 5
238, Bad, 10, 2
238, Bad, 10, 8
239, Good, 10, 5
239, Bad, 10, 2
239, Bad, 10, 8
240, Good, 10, 5
240, Bad, 10, 2
240, Bad, 10, 8
241, Good, 10, 5
241, Bad, 10, 2
241, Bad, 10, 8
242, Good, 10, 5
242, Bad, 10, 1
242, Bad, 10, 9
243, Good, 10, 5
243, Bad, 10, 1
243, Bad, 10, 9
244, Good, 10, 5
244, Bad, 10, 1
244, Bad, 10, 9
245, Good, 10, 5
245, Bad, 10, 1
245, Bad, 10, 9
246, Good, 10, 5
246, Bad, 10, 3
246, Bad, 10, 7
247, Good, 10, 5
247, Bad, 10, 3
247, Bad, 10, 7
248, Good, 10, 5
248, Bad, 10, 3
248, Bad, 10, 7
249, Good, 10, 4
249, Bad, 10, 3
249, Bad, 10, 7
249.5, Good, 10, 5
250, Good, 10, 6
251, Good, 10, 5
252, Good, 10, 8
253, Good, 10, 5
254, Good, 10, 2
255, Good, 10, 5
256, Good, 10, 5
257, Good, 10, 5
258, Good, 10, 5
259, Good, 10, 5
260, Good, 10, 5
261, Good, 10, 5
262, Good, 10, 5
263, Good, 10, 5
264, Good, 10, 5
265, Good, 10, 5
266, Good, 10, 5
267, Good, 10, 5
268, Good, 10, 5
269, Good, 10, 5
270, Good, 10, 5
271, Good, 10, 5
272, Good, 10, 5
273, Good, 10, 5
274, Good, 10, 5
275, Good, 10, 5
276, Good, 10, 5
277, Good, 10, 5
278, Good, 10, 5
279, Good, 10, 5
280, Good, 10, 5
281, Good, 10, 5
282, Good, 10, 5
283, Good, 10, 5
284, Good, 10, 5
285, Good, 10, 5
286, Good, 10, 4
287, Good, 10, 4
288, Good, 10, 7
289, Good, 10, 7
290, Good, 10, 8
291, Good, 10, 8
292, Good, 10, 5
293, Good, 10, 5
294, Good, 10, 2
295, Good, 10, 2
296, Good, 10, 3
297, Good, 10, 3
298, Good, 10, 6
299, Good, 10, 6
300, Good, 10, 5
301, Good, 10, 5
301.5, Good, 10, 8
302, Good, 10, 5
302.5, Good, 10, 4
303, Good, 10, 5
303.5, Good, 10, 6
304, Good, 10, 5
304.5, Good, 10, 2
305, Good, 10, 5
305.25, Good, 10, 5
305.5, Good, 10, 5
305.75, Good, 10, 5
306, Good, 10, 5
306.25, Good, 10, 5
306.5, Good, 10, 5
306.75, Good, 10, 5
307, Good, 10, 5
307.25, Good, 10, 5
307.5, Good, 10, 5
307.75, Good, 10, 5
308, Good, 10, 5
308.25, Good, 10, 5
308.5, Good, 10, 5
308.75, Good, 10, 5
309, Good, 10, 5
309.25, Good, 10, 5
309.5, Good, 10, 5
309.75, Good, 10, 5
310, Good, 10, 5
310.25, Good, 10, 5
310.5, Good, 10, 5
310.75, Good, 10, 5
311, Good, 10, 5
311.25, Good, 10, 5
311.5, Good, 10, 5
311.75, Good, 10, 5
312, Good, 10, 5
312.25, Good, 10, 5
312.5, Good, 10, 5
312.75, Good, 10, 5
313, Good, 10, 5
314, Bad, 10, 1
314, Bad, 10, 2
314, Bad, 10, 3
314, Bad, 10, 4
314, Bad, 10, 5
314, Bad, 10, 6
314, Bad, 10, 7
314, Bad, 10, 8
314, Bad, 10, 9
